model_alias,model,params_json,selection_metric,fixed_threshold,selected_threshold_mean,selected_threshold_std,selected_threshold_min,selected_threshold_max,roc_auc,pr_auc,precision,recall,f1,confusion_matrix,precision_at_top1pct,recall_at_top1pct,lift_at_top1pct,precision_at_top5pct,recall_at_top5pct,lift_at_top5pct,precision_at_top10pct,recall_at_top10pct,lift_at_top10pct,fixed_roc_auc,fixed_pr_auc,fixed_precision,fixed_recall,fixed_f1,fixed_confusion_matrix,macro_roc_auc_mean,macro_roc_auc_std,macro_pr_auc_mean,macro_pr_auc_std,macro_precision_mean,macro_precision_std,macro_recall_mean,macro_recall_std,macro_f1_mean,macro_f1_std,macro_precision_at_top1pct_mean,macro_precision_at_top1pct_std,macro_recall_at_top1pct_mean,macro_recall_at_top1pct_std,macro_lift_at_top1pct_mean,macro_lift_at_top1pct_std,macro_precision_at_top5pct_mean,macro_precision_at_top5pct_std,macro_recall_at_top5pct_mean,macro_recall_at_top5pct_std,macro_lift_at_top5pct_mean,macro_lift_at_top5pct_std,macro_precision_at_top10pct_mean,macro_precision_at_top10pct_std,macro_recall_at_top10pct_mean,macro_recall_at_top10pct_std,macro_lift_at_top10pct_mean,macro_lift_at_top10pct_std
rf_topk_sensitivity,rf,"{""rf.max_depth"": null, ""rf.n_estimators"": 400}",f1,0.8,0.01,0.0,0.01,0.01,0.5371304227777779,0.3994720651473618,0.3347112892387444,0.9297833333333333,0.4922266534905061,"[[18230, 221770], [8426, 111574]]",0.6016666666666667,0.01805,1.8050000000000002,0.6038333333333333,0.090575,1.8115,0.5155277777777778,0.15465833333333334,1.5465833333333334,0.5371304227777779,0.3994720651473618,0.5600375234521576,0.00995,0.019552615203222743,"[[239062, 938], [118806, 1194]]",0.55150246125,0.1596811338399413,0.3956826633156265,0.13116194136488488,0.33454026982493595,0.013226052436122704,0.9297833333333333,0.06932435839347284,0.4918177258903924,0.02254589509442296,0.345,0.2958190137379423,0.010349999999999998,0.00887457041213827,1.035,0.8874570412138268,0.39799999999999996,0.2761780424130621,0.0597,0.04142670636195931,1.194,0.8285341272391863,0.4031388888888889,0.2573740774451474,0.12094166666666666,0.07721222323354422,1.2094166666666668,0.7721222323354424
sgd_primary,sgd,"{""sgd.alpha"": 0.0001, ""sgd.max_iter"": 4000}",f1,0.8,0.10166666666666668,0.12089940722214758,0.01,0.33,0.6173485955902777,0.40956660411843937,0.3388507262984706,0.8821583333333334,0.4896278034994889,"[[33453, 206547], [14141, 105859]]",0.215,0.00645,0.645,0.40905555555555556,0.061358333333333334,1.2271666666666667,0.44283333333333336,0.13285,1.3285000000000002,0.6173485955902777,0.40956660411843937,0.39838770153730785,0.053125,0.09374862134380377,"[[230373, 9627], [113625, 6375]]",0.6478961395833333,0.11859062742436766,0.466357652169314,0.12032553429284584,0.33877682981259266,0.008699659846549909,0.8821583333333334,0.22249488402358078,0.48228051123107596,0.05105573257225466,0.5241666666666667,0.30123956874517294,0.015725,0.009037187062355189,1.5725,0.9037187062355189,0.5077222222222223,0.2614959882136853,0.07615833333333333,0.0392243982320528,1.5231666666666666,0.784487964641056,0.4937777777777777,0.22878759355123032,0.14813333333333334,0.0686362780653691,1.4813333333333336,0.686362780653691
