score,valid_pixels,mean,std,min,max,q50,q75,q90,q95,q99
sgd_platt,21971235,0.3208090364933014,0.07604923099279404,0.17087529599666595,0.5857991576194763,0.31806668639183044,0.37128154933452606,0.4215909540653229,0.45461497604846957,0.5097987055778503
rf,21971235,0.12053543329238892,0.1784171760082245,0.0,1.0,0.04749999940395355,0.14499999582767487,0.33500000834465027,0.512499988079071,0.8974999785423279
