model_alias,model,calibrator,params_json,roc_auc,pr_auc,brier,log_loss,ece_10bin,mean_probability,positive_rate,macro_brier_mean,macro_brier_std,macro_log_loss_mean,macro_log_loss_std,macro_ece_10bin_mean,macro_ece_10bin_std,macro_mean_probability_mean,macro_mean_probability_std
sgd_primary,sgd,platt,"{""sgd.alpha"": 0.0001, ""sgd.max_iter"": 4000}",0.5959180205555555,0.3915170765731887,0.21971891004299027,0.6305558750671311,0.02024740149207863,0.3342413190000299,0.3333333333333333,0.2197189100429903,0.008637760380692552,0.6305558750671311,0.01863621464499482,0.05605929473185522,0.03101723806535262,0.3342413190000299,0.014129480221900003
sgd_primary,sgd,isotonic,"{""sgd.alpha"": 0.0001, ""sgd.max_iter"": 4000}",0.5653368803472223,0.37370579256067543,0.22528924994774124,0.6531715619916298,0.03439552012376303,0.3296919435302928,0.3333333333333333,0.22528924994774133,0.015218222371354041,0.65317156199163,0.038958978962370466,0.06688162295248874,0.04382146264679914,0.3296919435302928,0.020572244683546487
sgd_primary,sgd,raw,"{""sgd.alpha"": 0.0001, ""sgd.max_iter"": 4000}",0.6173485931249999,0.4095624366955547,0.24247859447258469,0.7214328755940744,0.1325156872520285,0.4465991170952332,0.3333333333333333,0.2424785944725847,0.040414623325285046,0.7214328755940743,0.13128269112867744,0.16342046561651047,0.06390297909514327,0.44659911709523326,0.06393274034472674
